


	Problem Size (nT x nS x nH):13x20x50
	CPU Time(sec): 34
	Obj Value: 172

			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 


			1 			0 			1 			0 			0 			1 			1 			1 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 


			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			1 			0 			1 			0 			1 


			1 			0 			1 			0 			0 			1 			1 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 


			0 			0 			1 			1 			1 			0 			0 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			1 			0 


			0 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			1 


			0 			0 			1 			1 			1 			1 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			1 


			1 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			1 			1 			0 			1 			0 			0 


			0 			0 			1 			1 			0 			1 			0 			0 			0 			0 			0 			1 			0 			0 			0 			1 			0 			0 			1 			1 


			1 			0 			1 			1 			0 			1 			1 			0 			0 			0 			0 			1 			0 			0 			0 			1 			0 			0 			0 			0 


			1 			0 			0 			1 			1 			1 			1 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			1 


			0 			0 			0 			1 			1 			1 			1 			0 			0 			0 			0 			1 			0 			0 			1 			0 			0 			1 			0 			1 


			0 			0 			0 			1 			1 			1 			1 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			1 			0 			1 


			0 			0 			0 			1 			0 			1 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			1 


			1 			0 			1 			1 			1 			1 			0 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			1 


			0 			0 			1 			1 			0 			1 			1 			0 			0 			0 			0 			0 			0 			0 			1 			1 			0 			0 			1 			1 


			0 			0 			0 			0 			1 			0 			1 			0 			0 			0 			0 			1 			0 			0 			0 			1 			0 			1 			1 			1 


			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			0 


			0 			0 			1 			0 			0 			0 			1 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			1 			0 


			1 			0 			1 			0 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			1 			0 			1 


			0 			0 			0 			1 			0 			0 			1 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			1 


			1 			0 			1 			0 			1 			1 			0 			1 			0 			0 			0 			0 			0 			0 			1 			1 			0 			1 			0 			1 


			1 			0 			0 			0 			1 			0 			1 			0 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			0 


			1 			0 			0 			1 			1 			1 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			0 			0 			1 			0 


			0 			0 			1 			0 			0 			1 			1 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 


			0 			0 			1 			0 			0 			0 			1 			0 			0 			0 			0 			1 			0 			0 			1 			0 			0 			1 			1 			1 


			0 			0 			1 			1 			1 			1 			0 			1 			0 			0 			0 			0 			0 			0 			1 			1 			0 			0 			1 			0 


			1 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			1 			0 			1 			1 			1 


			1 			0 			0 			0 			1 			0 			1 			1 			0 			0 			0 			1 			0 			0 			1 			1 			0 			0 			1 			1 


			1 			0 			1 			1 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			0 			0 			0 			0 			1 


			1 			0 			1 			0 			1 			1 			0 			1 			0 			0 			0 			0 			0 			0 			1 			0 			0 			1 			1 			0 


			1 			0 			0 			0 			1 			0 			0 			1 			0 			0 			0 			0 			0 			0 			1 			1 			0 			1 			1 			1 


			1 			0 			1 			1 			1 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 


			 X[0][10] = 1
			 X[2][9] = 1
			 X[3][8] = 1
			 X[4][12] = 1
			 X[5][7] = 1
			 X[6][4] = 1
			 X[7][1] = 1
			 X[11][3] = 1
			 X[14][5] = 1
			 X[15][0] = 1
			 X[17][11] = 1
			 X[18][2] = 1
			 X[19][6] = 1


			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 
			10 			0 			9 			0 			0 			7 			4 			1 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			0 
			0 			0 			0 			8 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			11 			0 			6 
			10 			0 			9 			0 			0 			7 			4 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 
			0 			0 			9 			8 			12 			0 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			0 			2 			0 
			0 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			6 
			0 			0 			9 			8 			12 			7 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			6 
			10 			0 			0 			8 			12 			7 			4 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			0 			0 			0 
			0 			0 			9 			0 			0 			7 			0 			1 			0 			0 			0 			3 			0 			0 			5 			0 			0 			11 			2 			0 
			10 			0 			9 			0 			0 			0 			4 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			6 
			10 			0 			0 			0 			12 			0 			4 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			11 			0 			0 
			10 			0 			9 			0 			0 			7 			4 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			11 			0 			6 
			0 			0 			9 			0 			12 			7 			0 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			2 			0 
			10 			0 			0 			8 			0 			0 			4 			1 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			2 			0 
			0 			0 			9 			8 			12 			7 			0 			1 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			2 			0 
			10 			0 			0 			0 			12 			7 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			6 
			0 			0 			0 			0 			0 			7 			4 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			11 			2 			0 
			10 			0 			9 			8 			0 			0 			4 			1 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			0 
			10 			0 			9 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			0 			2 			0 
			0 			0 			0 			0 			12 			0 			4 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			6 
			0 			0 			0 			0 			12 			7 			4 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			0 			0 
			10 			0 			0 			0 			12 			0 			0 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			2 			6 
			0 			0 			9 			8 			0 			0 			0 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			6 
			10 			0 			0 			8 			0 			7 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			0 			6 
			0 			0 			9 			8 			12 			7 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			2 			0 
			10 			0 			0 			0 			0 			7 			0 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			0 			0 
			0 			0 			9 			8 			0 			7 			0 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			2 			6 
			10 			0 			9 			8 			0 			7 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			0 
			10 			0 			0 			8 			12 			7 			4 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			6 
			0 			0 			0 			8 			12 			7 			4 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			11 			0 			6 
			0 			0 			0 			8 			12 			7 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			11 			0 			6 
			0 			0 			0 			8 			0 			7 			4 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			6 
			10 			0 			9 			8 			12 			7 			0 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			6 
			0 			0 			9 			8 			0 			7 			4 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			0 			2 			6 
			0 			0 			0 			0 			12 			0 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			11 			2 			6 
			10 			0 			0 			0 			0 			0 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			0 
			0 			0 			9 			0 			0 			0 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			2 			0 
			10 			0 			9 			0 			12 			0 			0 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			11 			0 			6 
			0 			0 			0 			8 			0 			0 			4 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			6 
			10 			0 			9 			0 			12 			7 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			0 			6 
			10 			0 			0 			0 			12 			0 			4 			0 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			0 
			10 			0 			0 			8 			12 			7 			0 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			2 			0 
			0 			0 			9 			0 			0 			7 			4 			0 			0 			0 			0 			3 			0 			0 			0 			0 			0 			0 			0 			0 
			0 			0 			9 			0 			0 			0 			4 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			11 			2 			6 
			0 			0 			9 			8 			12 			7 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			0 			2 			0 
			10 			0 			0 			0 			0 			7 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			11 			2 			6 
			10 			0 			0 			0 			12 			0 			4 			1 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			2 			6 
			10 			0 			9 			8 			12 			0 			0 			0 			0 			0 			0 			3 			0 			0 			5 			0 			0 			0 			0 			6 
			10 			0 			9 			0 			12 			7 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			0 
			10 			0 			0 			0 			12 			0 			0 			1 			0 			0 			0 			0 			0 			0 			5 			0 			0 			11 			2 			6 
			10 			0 			9 			8 			12 			0 			0 			1 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 			0 
			
Buracos: 13 
